step	global-lle	local-lle	lle-ratio
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+2.1503686190635394e+00	+2.1503686190635394e+00	+0.0000000000000000e+00
99	-6.5695887838440490e+02	-6.4427938685852993e+01	+1.1850618793971039e+03
0	+2.6880463289553607e+00	+2.6880463289553607e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.2115939348989798e+02	-6.0847990196402300e+01	+1.1206228065869914e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.3152655938725707e+02	-6.1884706786138224e+01	+1.1392837052022378e+03
99	-6.4837327958355320e+02	-6.3569378805767826e+01	+1.1696078015555709e+03
99	-6.3547882829110927e+02	-6.2279933676523434e+01	+1.1463977892291716e+03
0	+2.6880463287690164e+00	+2.6880463287690164e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.0181471944516545e+02	-5.8913522791929047e+01	+1.0858023933064728e+03
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-6.5092972001896399e+01	-5.2413480476021235e+00	+1.1970324790858855e+02
99	-1.6073488019437889e+02	-1.4805538866850378e+01	+2.9185868265505701e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.0472950170482977e+02	-5.9205001017895484e+01	+1.0910490013738686e+03
99	-2.6023918171823279e+00	+1.0077099708692838e+00	+7.2202035761032235e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-2.6485905053496231e+02	-2.5217955900908724e+01	+4.7928218926810717e+02
99	-6.8895328936107916e+00	+5.7899586322643715e-01	+1.4937057513674457e+01
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-6.7258068147172821e+02	-6.5990118994585330e+01	+1.2131811249542857e+03
99	-3.2036220828228460e+02	-3.1074985536812438e+01	+5.7857444549094430e+02
0	+2.1503686190638769e+00	+2.1503686190638769e+00	+0.0000000000000000e+00
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289782615e+00	+2.6880463289782615e+00	+0.0000000000000000e+00
99	-6.4672412395811330e+02	-6.3404463243223844e+01	+1.1666393214297789e+03
0	+2.3472531532359455e+00	+2.3472531532359455e+00	+0.0000000000000000e+00
99	-2.9611085358665036e+02	-2.8343136206077524e+01	+5.3553543476114567e+02
0	+2.6880463289109437e+00	+2.6880463289109437e+00	+0.0000000000000000e+00
99	-1.2728314873385820e+02	-1.1460365720798308e+01	+2.3164556602611978e+02
99	-7.4803707856863795e+01	-6.5191354942703557e+00	+1.3656914472518687e+02
0	+2.6880463288972845e+00	+2.6880463288972845e+00	+0.0000000000000000e+00
0	+2.6880462896913242e+00	+2.6880462896913242e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462894258335e+00	+2.6880462894258335e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-7.9068472545053623e+01	-7.3419647826270982e+00	+1.4345301552485304e+02
99	-4.1765597801021450e+01	-4.1458099645486124e+00	+7.5239575672945676e+01
0	+2.6880462894140829e+00	+2.6880462894140829e+00	+0.0000000000000000e+00
99	-4.2925923538814938e+00	-5.4588602482191828e-01	+7.4934126581191514e+00
99	-1.0964777240677779e+02	-1.0180738030016993e+01	+1.9893406875352159e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.7557957979780133e+02	-3.6290008827192629e+01	+6.7857914194121736e+02
99	-6.1791455591516410e+02	-6.0523506438928926e+01	+1.1147820989524703e+03
0	+2.6880463289005823e+00	+2.6880463289005823e+00	+0.0000000000000000e+00
99	-8.2281315096512806e+00	+4.4513600162238809e-01	+1.7346535022547336e+01
99	-1.9967423179903406e+01	-2.1246726844670096e+00	+3.5685500990872796e+01
99	-1.4760827660772682e+02	-1.3799592369356661e+01	+2.6761736847674030e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
37	+4.8524363252862068e-01	+1.4465845112267512e+00	+1.9226817573962611e+00
0	+2.6880463288972845e+00	+2.6880463288972845e+00	+0.0000000000000000e+00
99	-3.0175200853958266e+01	-3.0293589480349032e+00	+5.4291683811846724e+01
0	+1.3390043930040578e+00	+1.3390043930040578e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.5039841013227473e+01	-5.7199448906619610e+00	+1.1863979224513102e+02
99	-2.2313699427083117e+02	-2.1529660216422336e+01	+4.0321466810881765e+02
0	+1.5501500443174192e+00	+1.5501500443174192e+00	+0.0000000000000000e+00
99	-2.9111583431835264e+01	-2.4228659596229880e+00	+5.3377434944424550e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289553607e+00	+2.6880463289553607e+00	+0.0000000000000000e+00
0	+2.1331486859647604e+00	+2.1331486859647604e+00	+0.0000000000000000e+00
99	-2.8186459309740053e+02	-2.6918510157152546e+01	+5.0989216588049595e+02
99	-6.7058180503778203e+02	-6.5790231351190698e+01	+1.2095831473731828e+03
0	+2.3472531532001955e+00	+2.3472531532001955e+00	+0.0000000000000000e+00
1	+2.1344571054784658e+00	+2.1370838525534581e+00	+5.2534941499846610e-03
4	+1.3358524774749925e+00	+1.3611996357728997e+00	+5.0694316595814470e-02
99	-6.3643625550919319e+02	-6.2375676398331812e+01	+1.1481211582217227e+03
99	-6.1267908925414281e+02	-5.9999959772826799e+01	+1.1053582589626321e+03
23	+2.8034432226204697e-01	+7.5883476565052299e-01	+9.5698088677695203e-01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.7138890173076800e+02	-6.5870941020489312e+01	+1.2110359214205573e+03
0	+2.1540906253718739e+00	+2.1540906253718739e+00	+0.0000000000000000e+00
0	+2.6880463306809221e+00	+2.6880463306809221e+00	+0.0000000000000000e+00
28	-2.7493067424036988e-01	+3.7600818995825402e-01	+1.3018777283972478e+00
99	-1.1078871728350323e+02	-9.8109225757628131e+00	+2.0195558941548083e+02
99	-6.7614317425622960e+02	-6.6346368273035466e+01	+1.2195936119663884e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.4385896046124833e+02	-6.3117946893537336e+01	+1.1614820271354220e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.7912648352922822e+01	-1.5233156827047669e+00	+5.2778665340436113e+01
0	+2.5084884790824176e+00	+2.5084884790824176e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.4989633804189202e+02	-6.3721684651601706e+01	+1.1723493067805807e+03
99	-1.1269387902787054e+02	-1.0781095519226517e+01	+2.0382556701728805e+02
0	+2.6880463288533996e+00	+2.6880463288533996e+00	+0.0000000000000000e+00
99	-3.1404889783764780e+01	-1.8725398257889629e+00	+5.9064699915951635e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.4604704975865366e+02	-6.3336755823277883e+01	+1.1654205878707517e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288619336e+00	+2.6880463288619336e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-2.2236862550923459e+02	-2.0968913398335946e+01	+4.0279942422179727e+02
0	+2.6880463289010059e+00	+2.6880463289010059e+00	+0.0000000000000000e+00
99	-6.1105437945043047e+02	-5.9837488792455567e+01	+1.1024337813159498e+03
99	-9.5375368135741141e+00	+3.1419547123010461e-01	+1.9703464569608439e+01
0	+1.3515668916706844e+00	+1.3515668916706844e+00	+0.0000000000000000e+00
0	+2.6880463006618820e+00	+2.6880463006618820e+00	+0.0000000000000000e+00
0	+1.1368107577251851e+00	+1.1368107577251851e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.1813339581671539e+02	-6.0545390429084044e+01	+1.1151760107752627e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
84	-2.6824428022768037e+00	+5.9450453980688822e-02	+5.4837865125149854e+00
99	-1.8032775533260775e+01	-1.9312079198027463e+00	+3.2203135226916061e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-5.6565068339900222e+00	-6.9381354794335848e-01	+9.9253865720933270e+00
3	+1.7271443521011363e+00	+1.7394437810788888e+00	+2.4598857955504982e-02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463316064054e+00	+2.6880463316064054e+00	+0.0000000000000000e+00
99	-3.2462172061132087e+01	-2.2849819146971839e+00	+6.0354380292869806e+01
99	-9.5726533803277377e+01	-8.3047042277402223e+00	+1.7484365915107432e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289553607e+00	+2.6880463289553607e+00	+0.0000000000000000e+00
0	+2.6880463290371504e+00	+2.6880463290371504e+00	+0.0000000000000000e+00
99	-3.2214143133021503e+02	-3.1252907841605481e+01	+5.8177704697721913e+02
99	-3.1295783570304570e+02	-3.0334548278888555e+01	+5.6524657484831425e+02
99	-2.4763341408786079e+02	-2.3495392256198574e+01	+4.4827604366332440e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.3748691112636727e+01	-3.4206152206615528e+00	+6.0656151783950349e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-8.0255637341189523e+00	-7.5529403512348159e-01	+1.4540539397990941e+01
0	+2.0124448116618447e+00	+2.0124448116618447e+00	+0.0000000000000000e+00
99	-3.3662847942619850e+06	-3.3662301444132451e+05	+6.0593235596413212e+06
99	-6.6514938437052376e+02	-6.5246989284464860e+01	+1.1998047901721179e+03
99	-2.5790584145678071e+01	-1.6178231231517830e+00	+4.8345522045052576e+01
22	+3.2216695972291309e-01	+7.7259019783844418e-01	+9.0084647623106218e-01
0	+2.6880462895001109e+00	+2.6880462895001109e+00	+0.0000000000000000e+00
0	+2.6880462892792503e+00	+2.6880462892792503e+00	+0.0000000000000000e+00
0	+2.6880462895216475e+00	+2.6880462895216475e+00	+0.0000000000000000e+00
0	+2.6880463288601515e+00	+2.6880463288601515e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-7.5616018914092997e+00	+5.1178896344658631e-01	+1.6146781709711771e+01
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880462896743871e+00	+2.6880462896743871e+00	+0.0000000000000000e+00
0	+2.6880463289344245e+00	+2.6880463289344245e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.3960465505810794e+02	-2.2692516353223283e+01	+4.3382427740976931e+02
0	+1.3730537810946806e+00	+1.3730537810946806e+00	+0.0000000000000000e+00
0	+2.4393940543826766e+00	+2.4393940543826766e+00	+0.0000000000000000e+00
99	-6.2572610180995355e+02	-6.1304661028407864e+01	+1.1288428815630914e+03
99	-3.2447425719315311e+02	-3.1486190427899292e+01	+5.8597613353050758e+02
99	-1.2101375527435083e+01	-5.5022976874487139e-01	+2.3102291517380422e+01
99	-6.5585339153802249e+02	-6.4317390001214761e+01	+1.1830720030736154e+03
16	-3.6134018613104280e-02	+2.2909609554366450e-01	+5.3046022831353756e-01
99	-6.3207599023259013e+02	-6.1939649870671531e+01	+1.1402726807238373e+03
99	-1.3515519818858445e+02	-1.2731480608197662e+01	+2.4484743516077359e+02
0	+2.6880463288533996e+00	+2.6880463288533996e+00	+0.0000000000000000e+00
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
99	-6.0287660964994200e+02	-5.9019711812406698e+01	+1.0877137956750705e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463287572200e+00	+2.6880463287572200e+00	+0.0000000000000000e+00
99	-5.9482992648179152e+02	-5.8215043495591665e+01	+1.0732297659723997e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.4110592182334017e+02	-6.2842643029746526e+01	+1.1565265575871872e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.7558270888092125e+02	-6.6290321735504619e+01	+1.2185847742908331e+03
0	+2.6880463289378715e+00	+2.6880463289378715e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.5410280563184924e+00	+2.5410280563184924e+00	+0.0000000000000000e+00
0	+1.9068611315274728e+00	+1.9068611315274728e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.4319318893235095e+02	-6.3051369740647587e+01	+1.1602836383834067e+03
0	+2.6880462894140096e+00	+2.6880462894140096e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462896743871e+00	+2.6880462896743871e+00	+0.0000000000000000e+00
99	-2.2905373783879367e+02	-2.1637424631291857e+01	+4.1483262641500363e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288533996e+00	+2.6880463288533996e+00	+0.0000000000000000e+00
99	-2.6452092617818727e+02	-2.5184143465231216e+01	+4.7867356542591210e+02
99	-6.5293373071141559e+02	-6.4025423918554068e+01	+1.1778166135857230e+03
99	-6.3105995146209705e+02	-6.1838045993622217e+01	+1.1384438109369496e+03
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
0	+2.6880463289005823e+00	+2.6880463289005823e+00	+0.0000000000000000e+00
99	-1.2639999941870825e+02	-1.1372050789283314e+01	+2.3005589725884988e+02
99	-1.0564909807184961e+02	-9.2969606545974486e+00	+1.9270427483450430e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.3610445590334552e+02	-6.2342496437747059e+01	+1.1475239189311969e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288763270e+00	+2.6880463288763270e+00	+0.0000000000000000e+00
99	-6.3459933300631474e+02	-6.2191984148043979e+01	+1.1448146977165416e+03
0	+2.6880463287572200e+00	+2.6880463287572200e+00	+0.0000000000000000e+00
99	-6.4138805180929842e+02	-6.2870856028342345e+01	+1.1570343915619121e+03
15	+5.1796721064938711e-01	+7.6419297774006223e-01	+4.9245153418135024e-01
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-1.3099363150776534e+02	-1.2138127859360512e+01	+2.3771100729680967e+02
0	+2.6880463289572711e+00	+2.6880463289572711e+00	+0.0000000000000000e+00
0	+7.3514193561332490e+00	+7.3514193561332490e+00	+0.0000000000000000e+00
99	-6.5562634390838525e+02	-6.4294685238251020e+01	+1.1826633173402683e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462892792503e+00	+2.6880462892792503e+00	+0.0000000000000000e+00
0	+2.6880463289109437e+00	+2.6880463289109437e+00	+0.0000000000000000e+00
99	-6.3491036696255355e+02	-6.2223087543667852e+01	+1.1453745588377715e+03
99	-3.7448091065906873e+01	-3.0849013225920507e+00	+6.8726379486629639e+01
99	-1.8425053077831075e+02	-1.7641013867170294e+01	+3.3321903382228089e+02
99	-6.2915369185327258e+01	-5.3303016271167021e+00	+1.1517013511642111e+02
99	-2.1251717799715298e+01	-8.5722262738401367e-01	+4.0788990344662565e+01
99	-9.2141258938565809e+00	-1.3737337872487107e-01	+1.8153505030263421e+01
0	+2.4094232588343445e+00	+2.4094232588343445e+00	+0.0000000000000000e+00
99	-8.3707524264904848e+01	-8.0008052998675812e+00	+1.5141343793007454e+02
0	+2.6880463288972809e+00	+2.6880463288972809e+00	+0.0000000000000000e+00
99	-3.6909153780161411e+01	-3.4803455675675123e+00	+6.6857616425187800e+01
0	+2.3472531523211977e+00	+2.3472531523211977e+00	+0.0000000000000000e+00
0	+2.6880463289150116e+00	+2.6880463289150116e+00	+0.0000000000000000e+00
99	-6.0848146871340407e+02	-5.9580197718752913e+01	+1.0978025419893024e+03
0	+1.9068611315280977e+00	+1.9068611315280977e+00	+0.0000000000000000e+00
0	+2.0124448116618447e+00	+2.0124448116618447e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463288601515e+00	+2.6880463288601515e+00	+0.0000000000000000e+00
99	-7.8309717498074036e+01	-6.5630225972198897e+00	+1.4349338980170830e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289553607e+00	+2.6880463289553607e+00	+0.0000000000000000e+00
99	-6.1549692440138369e+02	-6.0281743287550874e+01	+1.1104303622276657e+03
99	-6.1161997322038076e+02	-5.9894048169450578e+01	+1.1034518501018604e+03
99	-6.6258904861249800e+02	-6.4990955708662327e+01	+1.1951961858076713e+03
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-2.2410323278748951e+01	-2.3633463968009401e+00	+4.0093953763896025e+01
99	-5.3991144437028673e+00	+7.2803770821722968e-01	+1.2254304303840193e+01
0	+1.9068611315280977e+00	+1.9068611315280977e+00	+0.0000000000000000e+00
99	-4.5032761449978288e+01	-3.2353269924103132e+00	+8.3594868915135947e+01
0	+1.8217610333955376e+00	+1.8217610333955376e+00	+0.0000000000000000e+00
0	+2.5039428842021278e+00	+2.5039428842021278e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.2229979338862475e+02	-2.0962030186274966e+01	+4.0267552640469955e+02
0	+2.6880463315221585e+00	+2.6880463315221585e+00	+0.0000000000000000e+00
99	-2.6863530598687646e+01	-1.4184039072812478e+00	+5.0890253382812794e+01
99	-2.4346770759853388e+01	-1.1667279233978232e+00	+4.6360085672911133e+01
99	-6.2810493174401665e+02	-6.1542544021814173e+01	+1.1331247754444050e+03
0	+2.3472531515063872e+00	+2.3472531515063872e+00	+0.0000000000000000e+00
99	-6.1522037300565933e+02	-6.0254088147978443e+01	+1.1099325697153618e+03
0	+2.6880463288477525e+00	+2.6880463288477525e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
43	-1.1561656818918364e-01	+1.0500130823596028e+00	+2.3312593010975728e+00
99	-3.7626263296118263e+00	-2.4798416599187420e-01	+7.0292843272399042e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.1951310994015364e+02	-6.0683361841427867e+01	+1.1176594961974515e+03
99	-3.9071895890407070e+01	-3.8917285587601045e+00	+7.0360334663293926e+01
99	-7.5694441321279271e+01	-7.2468389195573089e+00	+1.3689520480344393e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.0612407128427697e+02	-2.9344457975840193e+01	+5.5355922661687350e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.5049774217316587e+00	+2.5049774217316587e+00	+0.0000000000000000e+00
99	-1.8290746655578690e+02	-1.7506707444917911e+01	+3.3080151822173798e+02
99	-6.4807187348038633e+02	-6.3539238195451148e+01	+1.1690652705698703e+03
0	+2.6880463288763270e+00	+2.6880463288763270e+00	+0.0000000000000000e+00
99	-6.7598538998449760e+02	-6.6330589845862278e+01	+1.2193096002772706e+03
0	+2.6880463288800613e+00	+2.6880463288800613e+00	+0.0000000000000000e+00
0	+2.3472531532288361e+00	+2.3472531532288361e+00	+0.0000000000000000e+00
0	+2.6880463289344245e+00	+2.6880463289344245e+00	+0.0000000000000000e+00
99	-3.5980164046013456e+01	-3.5967223365424013e+00	+6.4766883418942115e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
99	-1.2035907604461590e+01	-6.3870828856789441e-01	+2.2794398631787391e+01
99	-2.3903054007353128e+02	-2.2635104854765615e+01	+4.3279087043753134e+02
19	-1.6685866608345834e-01	+1.9094822517897359e-01	+7.1561378252486385e-01
0	+2.6880463006618820e+00	+2.6880463006618820e+00	+0.0000000000000000e+00
99	-5.6781428211032107e+01	-5.0182350371045752e+00	+1.0352638634785507e+02
99	-6.3085569572386055e+02	-6.1817620419798558e+01	+1.1380761506081240e+03
0	+2.6880463289344245e+00	+2.6880463289344245e+00	+0.0000000000000000e+00
0	+2.6880463315221585e+00	+2.6880463315221585e+00	+0.0000000000000000e+00
0	+2.6880462893499084e+00	+2.6880462893499084e+00	+0.0000000000000000e+00
99	-2.6696962222335962e+01	-1.4017470696460801e+00	+5.0590430305379762e+01
0	+2.3472531532367205e+00	+2.3472531532367205e+00	+0.0000000000000000e+00
0	+2.6880463209982128e+00	+2.6880463209982128e+00	+0.0000000000000000e+00
0	+2.6880463255544536e+00	+2.6880463255544536e+00	+0.0000000000000000e+00
99	-5.4940520600885190e+00	-1.7945807938594624e-01	+1.0629187961405146e+01
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-3.3987014439250373e+02	-3.3025779147834363e+01	+6.1368873048933870e+02
99	-6.7584943858567385e+01	-5.7972590944407134e+00	+1.2357536952825335e+02
99	-6.6670122861557263e+02	-6.5402173708969769e+01	+1.2025981098132056e+03
99	-3.3752220916366792e+02	-3.2790985624950771e+01	+6.0946244707743426e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-6.1151818093443584e+00	+3.4971711048158938e-01	+1.2929797839651895e+01
45	-1.2277321370096561e+00	-1.3145613758119512e-02	+2.4291730465030730e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.4413450177654433e+01	-1.1733958651779275e+00	+4.6480108624953012e+01
0	+2.1503686190572489e+00	+2.1503686190572489e+00	+0.0000000000000000e+00
99	-6.6442375957183447e+02	-6.5174426804595953e+01	+1.1984986655344769e+03
99	-3.4202904239006392e+02	-3.2934955086418881e+01	+6.1818817460729008e+02
99	-4.9739730041422160e+02	-4.8471780888834658e+01	+8.9785103905077392e+02
99	-6.5981619128329419e+02	-6.4713669975741936e+01	+1.1902050426151045e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-2.6617400736334497e+02	-2.5656165444918475e+01	+4.8103568383685297e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+1.9179982931583792e+00	+1.9179982931583792e+00	+0.0000000000000000e+00
0	+2.5145734091257781e+00	+2.5145734091257781e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
5	+1.9600630190254313e+00	+2.0002110797080768e+00	+8.0296121365290851e-02
99	-6.6546891746152687e+02	-6.5278942593565205e+01	+1.2003799497359232e+03
99	-6.1548265364595932e+02	-6.0280316212008437e+01	+1.1104046748679018e+03
99	-3.6855039710835138e+02	-3.5587090558247631e+01	+6.6592661310020753e+02
99	-6.3605483645524839e+02	-6.2337534492937344e+01	+1.1474346039246220e+03
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463289005823e+00	+2.6880463289005823e+00	+0.0000000000000000e+00
0	+2.3472531491556232e+00	+2.3472531491556232e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
99	-1.6080481604656543e+02	-1.5420573820657911e+01	+2.9076848445181503e+02
0	+2.6880463289412755e+00	+2.6880463289412755e+00	+0.0000000000000000e+00
99	-6.0456097048180959e+02	-5.9188147895593467e+01	+1.0907456451724322e+03
99	-6.2694027341885010e+02	-6.1426078189297520e+01	+1.1310283904591051e+03
0	+2.6880463287690164e+00	+2.6880463287690164e+00	+0.0000000000000000e+00
0	+2.1503686190642339e+00	+2.1503686190642339e+00	+0.0000000000000000e+00
99	-7.3009001670778318e+01	-6.3396648756618097e+00	+1.3333867359023301e+02
0	+2.6880463289062684e+00	+2.6880463289062684e+00	+0.0000000000000000e+00
0	+2.1503686190613154e+00	+2.1503686190613154e+00	+0.0000000000000000e+00
0	+2.6880462895216475e+00	+2.6880462895216475e+00	+0.0000000000000000e+00
99	-2.1263140717561313e+02	-1.9995191564973801e+01	+3.8527243122127868e+02
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880462894140829e+00	+2.6880462894140829e+00	+0.0000000000000000e+00
0	+2.0124448116618447e+00	+2.0124448116618447e+00	+0.0000000000000000e+00
99	-2.9920171019983432e+01	-2.5675709826937538e+00	+5.4705200074579352e+01
0	+2.4477497654652667e+00	+2.4477497654652667e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
0	+2.6880463323161550e+00	+2.6880463323161550e+00	+0.0000000000000000e+00
77	-1.2932835796936843e+00	+1.1506593224750070e+00	+4.8878858043373832e+00
0	+2.6880463289572711e+00	+2.6880463289572711e+00	+0.0000000000000000e+00
0	+2.6880463316064054e+00	+2.6880463316064054e+00	+0.0000000000000000e+00
